754	379	0
0.0	1.0	3.0
14	183
24	424
40	328
112	472
177	473
278	400
146	474
228	475
360	119
58	204
93	104
148	259
87	476
219	283
341	437
4	90
8	182
16	26
61	477
155	284
241	230
130	478
205	479
322	335
114	480
178	481
281	330
76	482
192	317
299	396
48	446
77	214
124	190
39	439
63	142
101	414
130	483
206	484
323	312
92	66
150	32
236	200
74	485
187	27
294	96
79	486
199	215
312	286
6	364
20	219
32	179
51	149
131	335
205	381
33	88
54	30
87	41
40	106
66	256
106	183
14	157
23	414
39	67
119	487
125	488
295	108
90	489
227	368
356	355
7	86
22	232
37	412
70	151
113	163
179	340
69	490
176	233
276	429
1	5
4	466
8	156
74	491
188	14
294	423
80	492
202	193
318	346
136	493
215	494
336	338
33	303
87	169
138	18
3	387
5	109
10	105
92	495
230	13
236	339
117	496
185	497
290	273
58	416
96	104
153	363
68	498
173	239
272	440
2	412
7	394
13	39
112	499
181	500
284	177
11	459
34	358
55	327
2	99
4	36
7	156
40	159
63	85
105	424
20	18
33	406
54	291
64	501
163	324
253	152
1	327
11	466
15	117
32	401
57	397
91	45
21	44
32	316
57	219
13	253
38	47
45	361
13	367
27	46
45	141
35	268
94	333
147	382
93	354
147	305
231	333
41	334
67	287
108	290
125	502
197	503
309	246
27	72
46	80
74	192
110	504
172	505
274	78
99	506
158	507
248	207
124	508
194	509
308	214
120	510
189	511
297	417
12	259
35	236
58	319
56	234
89	112
143	216
56	357
110	112
175	432
10	325
30	255
49	380
38	207
62	64
99	249
1	145
3	117
6	348
145	512
228	513
358	409
38	395
99	240
157	61
70	137
116	163
184	369
150	514
236	515
370	13
7	20
14	232
23	99
153	516
239	517
377	416
108	518
111	519
269	287
140	520
220	521
346	166
42	337
109	78
172	191
46	423
74	108
119	52
52	433
60	350
134	148
9	289
29	192
46	170
46	246
78	108
125	289
82	522
206	469
302	312
62	366
97	277
156	323
42	53
110	71
172	432
23	360
37	129
65	232
27	96
74	248
117	52
152	523
240	524
378	185
60	133
151	433
211	293
67	525
170	225
266	359
55	431
141	336
144	272
40	132
105	256
167	40
22	352
37	155
61	23
36	275
95	280
152	435
54	437
87	467
139	18
16	189
24	456
44	182
8	167
16	379
26	5
88	332
138	375
222	169
49	265
79	376
127	325
117	526
187	527
293	96
17	212
47	266
75	153
59	314
149	258
234	146
74	93
117	14
187	80
127	528
132	529
315	376
51	312
82	335
130	158
4	67
7	328
14	39
73	530
186	388
289	217
66	531
169	392
262	106
65	269
104	206
164	360
26	177
71	229
112	410
58	202
148	34
153	3
2	31
3	123
5	348
66	372
106	101
169	19
100	532
159	533
249	349
46	21
119	75
125	72
3	384
10	444
19	31
95	121
151	404
237	293
33	272
55	169
88	358
56	231
143	59
175	58
76	241
121	317
191	195
143	534
225	535
353	234
95	536
238	404
372	275
8	341
15	187
25	466
1	179
6	43
11	62
28	195
47	247
76	153
57	2
146	409
228	405
62	537
158	277
246	207
151	538
237	539
373	110
85	540
215	342
221	338
2	257
5	394
9	105
138	541
218	542
342	303
5	153
17	329
28	257
89	543
224	267
351	222
105	544
166	545
260	159
53	356
86	154
137	322
23	408
65	449
103	79
84	546
212	299
332	419
150	547
234	548
371	258
105	549
167	550
261	85
151	551
211	552
374	82
41	429
69	287
111	306
15	216
34	448
56	327
39	186
64	309
102	157
116	553
184	554
287	65
118	555
159	556
292	197
34	222
89	308
142	216
146	557
230	558
361	339
9	47
13	192
27	394
39	218
101	309
160	11
127	559
200	560
314	265
29	441
77	345
123	190
3	270
6	444
12	62
59	403
94	95
149	382
94	561
233	471
367	268
19	73
52	344
60	227
131	562
205	563
325	17
93	564
232	305
362	204
113	565
179	566
280	24
64	315
103	42
163	449
17	118
28	94
47	125
53	321
137	461
214	128
22	220
61	323
97	86
1	39
2	26
4	348
23	136
39	449
64	20
28	98
51	247
82	307
63	127
105	445
166	40
43	184
113	330
178	340
91	196
145	178
229	401
83	567
209	464
326	188
70	568
179	65
184	24
102	569
160	570
255	309
133	571
209	572
328	188
54	70
140	467
220	176
16	410
26	263
43	90
96	573
240	447
376	185
33	91
88	30
138	111
9	281
17	74
29	257
107	574
170	575
267	359
44	245
116	470
183	369
135	576
210	577
331	194
128	578
201	579
316	261
133	580
213	581
334	343
54	342
85	166
140	406
71	37
112	458
181	103
91	582
229	455
340	161
6	291
11	16
20	117
118	583
186	584
291	217
48	443
122	214
194	389
4	89
16	328
24	5
24	19
40	252
66	0
113	585
178	586
279	160
96	81
152	168
240	280
64	205
102	324
162	136
8	290
25	379
41	116
83	165
133	162
209	278
24	262
44	252
72	89
29	10
48	144
77	281
42	440
68	71
109	451
9	52
27	74
46	141
80	587
203	28
318	452
52	173
135	350
210	271
47	113
76	260
121	118
145	588
229	589
359	161
45	138
118	349
159	279
126	590
199	591
313	286
78	386
123	468
198	345
59	13
92	258
150	208
107	592
174	593
273	365
148	594
153	595
365	104
72	224
115	351
182	262
93	298
148	150
232	3
102	596
162	597
254	186
65	598
164	398
257	102
62	54
99	120
158	61
21	200
59	316
92	373
83	428
132	464
208	282
86	599
216	402
338	356
120	600
190	601
298	377
47	377
75	417
120	94
20	457
53	406
85	364
48	55
124	181
194	10
79	602
200	15
312	265
34	58
56	139
89	135
73	180
118	100
186	279
101	603
160	604
251	142
6	45
21	16
32	270
61	297
97	284
154	155
88	605
223	375
348	427
89	385
142	126
224	139
31	271
52	320
84	227
115	606
182	607
285	203
67	608
171	83
266	334
86	455
91	402
217	397
19	223
31	148
52	384
100	609
157	610
250	240
26	400
69	103
112	306
61	353
98	6
155	352
143	611
175	612
354	112
7	79
23	23
37	67
69	613
177	25
276	400
89	114
143	267
225	58
103	614
165	615
259	408
12	363
36	57
58	430
131	616
207	617
324	294
126	618
203	619
319	452
68	620
174	35
272	365
38	228
100	64
157	253
121	621
191	622
300	113
30	286
79	425
126	325
18	436
50	426
81	391
81	623
204	294
207	390
116	624
183	625
288	172
78	51
125	296
197	75
28	396
76	158
82	118
27	273
73	80
117	367
22	61
38	323
62	361
72	626
168	351
263	399
90	362
144	368
226	336
24	399
66	189
72	183
38	349
45	240
100	46
71	288
114	264
180	302
10	393
31	60
49	384
40	292
106	85
167	19
5	170
9	125
17	123
59	131
150	95
234	200
35	3
58	333
93	57
47	313
121	417
189	195
50	174
128	453
201	300
44	203
72	470
115	189
16	340
43	456
70	167
71	627
180	458
282	254
79	143
127	215
200	92
17	389
48	94
75	281
89	628
225	126
351	234
94	415
147	147
233	48
104	629
164	630
258	102
6	319
12	219
21	145
52	419
84	194
135	223
55	427
88	84
141	111
73	33
117	388
185	248
25	359
67	462
107	290
95	438
152	115
238	87
139	631
219	632
343	437
62	633
156	120
246	77
31	188
83	320
133	393
45	217
73	197
118	367
36	185
96	87
152	363
17	190
29	266
48	170
49	209
83	376
132	393
87	634
218	4
341	303
61	635
154	6
241	220
111	636
176	637
277	429
79	198
126	15
199	242
41	69
108	134
111	50
114	638
180	639
283	254
29	75
46	345
78	74
25	50
41	274
67	187
11	41
20	358
33	179
106	640
167	641
265	256
60	110
95	82
151	435
81	237
131	244
207	381
77	642
195	463
305	441
78	643
197	468
310	246
97	644
154	645
242	220
148	646
232	647
364	204
84	648
213	130
332	343
50	346
80	261
128	421
141	649
223	650
350	427
43	254
71	330
114	410
87	124
138	283
218	30
108	651
171	652
268	334
93	653
231	150
362	49
26	134
41	229
69	379
18	158
28	426
51	329
34	355
90	139
142	459
39	164
102	142
160	136
122	654
193	655
303	465
134	656
210	657
329	350
82	12
130	76
206	98
121	658
189	659
301	260
149	660
234	661
368	95
103	662
163	663
256	152
21	405
57	208
92	45
76	664
191	9
299	113
149	665
235	666
369	403
12	373
21	57
35	270
31	343
84	278
133	223
137	667
214	668
337	154
32	128
53	397
86	364
22	77
62	155
97	249
64	669
162	42
253	186
30	92
49	242
79	60
128	670
202	671
317	346
11	135
15	38
34	43
4	0
14	182
24	99
5	307
18	125
28	387
43	8
114	160
178	302
129	672
201	673
320	453
138	674
222	675
347	91
35	49
93	48
147	259
67	304
108	225
171	50
51	7
130	17
205	98
55	251
90	84
144	459
109	676
172	677
270	71
85	29
136	122
215	457
92	140
146	32
230	405
43	24
70	160
113	263
15	451
25	448
42	116
85	450
140	122
221	176
84	175
133	299
213	320
19	435
36	148
60	430
29	199
78	144
123	289
80	326
128	28
202	300
101	678
161	679
252	439
1	105
2	62
3	156
45	107
100	197
159	253
52	311
134	194
210	73
72	680
182	250
263	203
37	230
61	418
98	86
98	681
155	682
243	230
147	683
231	684
363	49
90	413
142	22
227	308
86	422
137	210
216	128
110	685
175	686
275	59
11	111
33	38
55	291
67	171
107	83
170	274
37	102
65	418
104	79
13	249
22	46
38	412
144	687
226	688
355	251
36	34
58	280
96	236
20	322
32	213
53	16
68	201
107	239
174	462
97	689
156	690
245	77
27	279
45	248
73	47
90	691
226	22
356	251
44	65
70	172
116	456
129	692
204	693
321	390
139	694
220	695
344	467
106	696
169	697
264	106
21	382
35	208
59	319
115	698
183	699
286	470
88	700
222	221
348	91
49	97
127	282
132	92
75	211
120	442
190	212
136	701
214	702
335	461
8	306
26	187
41	90
10	391
18	60
30	387
51	294
81	17
131	426
35	146
59	48
94	373
123	703
195	704
306	441
10	227
19	255
31	109
142	705
224	706
352	222
123	707
198	708
311	199
5	380
10	329
18	31
73	709
185	100
289	273
48	465
75	181
122	266
81	370
129	244
204	436
18	421
30	243
50	380
66	710
168	101
262	399
31	282
49	278
83	255
2	141
9	36
13	123
99	711
157	712
247	64
76	469
82	9
192	247
32	226
86	44
91	322
65	713
165	206
257	408
66	250
72	392
168	252
69	1
112	233
177	229
57	161
91	409
145	44
86	714
217	210
338	226
94	318
149	471
235	146
95	715
237	115
372	110
57	339
92	119
146	316
20	176
54	213
85	41
98	716
104	717
244	418
65	235
103	398
165	129
57	63
145	119
228	401
26	302
43	103
71	167
119	718
188	719
296	423
7	361
13	23
22	36
142	720
227	721
357	355
14	11
39	424
63	20
147	722
233	723
366	268
96	68
153	447
239	34
47	56
120	260
189	212
37	407
98	360
104	352
84	454
135	130
212	271
124	724
196	725
307	446
30	300
50	425
80	391
137	726
216	727
339	356
74	411
119	27
188	72
14	40
40	414
63	0
30	452
80	242
126	421
18	381
51	243
81	307
88	301
141	221
223	272
132	728
208	729
327	209
69	285
111	25
176	134
12	344
19	236
36	444
141	730
144	731
349	84
42	59
56	78
110	448
60	434
134	82
211	73
134	732
211	733
330	433
36	293
60	87
95	344
50	390
81	453
129	243
87	276
139	4
219	88
152	734
238	735
375	275
63	347
101	445
161	11
68	460
109	35
173	191
77	383
123	295
195	144
75	736
190	465
193	377
122	737
194	738
304	181
3	430
12	109
19	145
63	739
161	159
166	439
77	420
124	463
196	10
96	740
239	168
376	416
15	432
42	135
56	341
23	152
64	129
103	157
140	741
221	742
345	342
25	191
42	462
68	341
80	238
126	193
203	425
50	331
129	261
201	436
135	743
212	744
333	419
91	745
217	178
340	226
16	369
44	263
70	89
53	338
85	461
136	213
71	746
181	264
282	177
34	336
55	308
90	38
109	747
173	748
271	440
53	378
136	154
214	457
25	365
68	274
107	451
77	749
196	295
305	446
83	750
208	162
326	209
75	310
122	442
193	389
1	116
8	43
15	26
54	371
139	166
220	88
78	751
198	296
310	199
82	752
192	76
302	396
44	374
115	172
183	262
94	753
235	147
367	403
0	1
177	473
278	613
0	1
112	472
278	500
0	2
228	475
360	512
0	2
146	474
360	558
0	4
219	634
341	631
0	6
155	635
241	681
0	7
205	479
322	562
0	7
130	478
322	484
0	8
178	481
281	585
0	8
114	480
281	639
0	9
192	664
299	752
0	12
206	484
323	522
0	12
130	483
323	479
0	14
187	491
294	526
0	15
199	602
312	590
0	21
125	488
295	503
0	21
119	487
295	719
0	22
227	691
356	720
0	25
176	613
276	636
0	27
188	485
294	718
0	28
202	587
318	670
0	29
215	494
336	540
0	29
136	493
336	702
0	32
230	514
236	557
0	33
185	497
290	709
0	33
117	496
290	527
0	35
173	620
272	747
0	37
181	500
284	746
0	37
112	499
284	473
0	42
163	669
253	662
0	51
197	503
309	643
0	51
125	502
309	487
0	53
172	505
274	676
0	53
110	504
274	686
0	54
158	507
248	537
0	54
99	506
248	712
0	55
194	509
308	737
0	55
124	508
308	725
0	56
189	511
297	658
0	56
120	510
297	601
0	63
228	513
358	474
0	63
145	512
358	589
0	66
236	515
370	495
0	66
150	514
370	548
0	68
239	517
377	740
0	68
153	516
377	594
0	69
111	519
269	637
0	69
108	518
269	652
0	70
220	521
346	694
0	70
140	520
346	742
0	76
206	752
302	483
0	81
240	524
378	573
0	81
152	523
378	735
0	83
170	608
266	574
0	93
187	527
293	485
0	93
117	526
293	497
0	97
132	529
315	729
0	97
127	528
315	560
0	100
186	709
289	583
0	101
169	710
262	696
0	107
159	533
249	555
0	107
100	532
249	610
0	114
225	535
353	628
0	114
143	534
353	612
0	115
238	715
372	734
0	120
158	633
246	506
0	121
237	539
373	715
0	121
151	538
373	552
0	122
215	741
221	493
0	124
218	542
342	634
0	124
138	541
342	675
0	126
224	628
351	705
0	127
166	545
260	739
0	127
105	544
260	550
0	130
212	648
332	743
0	131
234	548
371	660
0	131
150	547
371	515
0	132
167	550
261	640
0	132
105	549
261	545
0	133
211	552
374	732
0	133
151	551
374	539
0	137
184	554
287	568
0	137
116	553
287	625
0	138
159	556
292	532
0	138
118	555
292	584
0	140
230	558
361	495
0	140
146	557
361	475
0	143
200	560
314	602
0	143
127	559
314	529
0	147
233	753
367	722
0	149
205	563
325	478
0	149
131	562
325	617
0	150
232	653
362	646
0	151
179	566
280	568
0	151
113	565
280	586
0	162
209	750
326	571
0	163
179	553
184	565
0	164
160	570
255	603
0	164
102	569
255	597
0	165
209	572
328	567
0	165
133	571
328	581
0	168
240	740
376	523
0	171
170	575
267	525
0	171
107	574
267	593
0	173
210	577
331	656
0	173
135	576
331	744
0	174
201	579
316	672
0	174
128	578
316	671
0	175
213	581
334	648
0	175
133	580
334	572
0	178
229	745
340	588
0	180
186	584
291	530
0	180
118	583
291	556
0	184
178	586
279	480
0	184
113	585
279	566
0	193
203	492
318	618
0	196
229	589
359	582
0	196
145	588
359	513
0	198
199	591
313	486
0	198
126	590
313	619
0	201
174	593
273	620
0	201
107	592
273	575
0	202
153	595
365	517
0	202
148	594
365	647
0	205
162	597
254	669
0	205
102	596
254	570
0	206
164	713
257	629
0	210
216	714
338	726
0	211
190	601
298	736
0	211
120	600
298	511
0	215
200	486
312	559
0	218
160	604
251	569
0	218
101	603
251	679
0	221
223	700
348	649
0	224
182	607
285	680
0	224
115	606
285	699
0	225
171	525
266	651
0	228
157	610
250	711
0	228
100	609
250	533
0	231
175	612
354	685
0	231
143	611
354	535
0	233
177	490
276	472
0	235
165	615
259	713
0	235
103	614
259	663
0	237
207	617
324	623
0	237
131	616
324	563
0	238
203	619
319	587
0	238
126	618
319	591
0	239
174	498
272	592
0	241
191	622
300	664
0	241
121	621
300	659
0	244
204	616
207	692
0	245
183	625
288	698
0	245
116	624
288	554
0	250
168	680
263	710
0	264
180	746
282	638
0	267
225	543
351	534
0	269
164	630
258	598
0	269
104	629
258	716
0	276
219	632
343	476
0	276
139	631
343	695
0	277
156	537
246	689
0	283
218	476
341	541
0	284
154	477
241	644
0	285
176	637
277	490
0	285
111	636
277	518
0	288
180	639
283	627
0	288
114	638
283	481
0	292
167	641
265	549
0	292
106	640
265	697
0	295
195	749
305	703
0	296
197	751
310	502
0	297
154	645
242	635
0	297
97	644
242	690
0	298
232	647
364	564
0	298
148	646
364	595
0	299
213	546
332	580
0	301
223	650
350	605
0	301
141	649
350	731
0	304
171	652
268	608
0	304
108	651
268	519
0	305
231	564
362	683
0	310
193	655
303	736
0	310
122	654
303	738
0	311
210	657
329	576
0	311
134	656
329	733
0	313
189	659
301	510
0	313
121	658
301	622
0	314
234	661
368	547
0	314
149	660
368	666
0	315
163	663
256	501
0	315
103	662
256	615
0	317
191	482
299	621
0	318
235	666
369	753
0	318
149	665
369	661
0	321
214	668
337	701
0	321
137	667
337	727
